[2025-12-25T15:16:03.645+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-25T15:16:03.763+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-25T15:14:00+00:00 [queued]>
[2025-12-25T15:16:03.779+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-25T15:14:00+00:00 [queued]>
[2025-12-25T15:16:03.781+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-12-25T15:16:03.803+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-12-25 15:14:00+00:00
[2025-12-25T15:16:03.842+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-12-25T15:14:00+00:00', '--job-id', '5', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpjduhdp5_']
[2025-12-25T15:16:03.849+0000] {standard_task_runner.py:91} INFO - Job 5: Subtask download_minio
[2025-12-25T15:16:03.851+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=495) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-25T15:16:03.853+0000] {standard_task_runner.py:64} INFO - Started process 509 to run task
[2025-12-25T15:16:03.992+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-25T15:14:00+00:00 [running]> on host 507725cbaced
[2025-12-25T15:16:04.188+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-25T15:14:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-25T15:14:00+00:00'
[2025-12-25T15:16:04.190+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-25T15:16:05.990+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675270.json -> /tmp/minio_downloads/1766675270.json
[2025-12-25T15:16:06.010+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675282.json -> /tmp/minio_downloads/1766675282.json
[2025-12-25T15:16:06.039+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675294.json -> /tmp/minio_downloads/1766675294.json
[2025-12-25T15:16:06.062+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675306.json -> /tmp/minio_downloads/1766675306.json
[2025-12-25T15:16:06.094+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675318.json -> /tmp/minio_downloads/1766675318.json
[2025-12-25T15:16:06.121+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675330.json -> /tmp/minio_downloads/1766675330.json
[2025-12-25T15:16:06.152+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675342.json -> /tmp/minio_downloads/1766675342.json
[2025-12-25T15:16:06.182+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766675354.json -> /tmp/minio_downloads/1766675354.json
