[2025-12-23T08:04:25.557+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-23T08:04:26.324+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-23T08:02:00+00:00 [queued]>
[2025-12-23T08:04:26.339+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-23T08:02:00+00:00 [queued]>
[2025-12-23T08:04:26.341+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-12-23T08:04:26.385+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-12-23 08:02:00+00:00
[2025-12-23T08:04:26.511+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-12-23T08:02:00+00:00', '--job-id', '7', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpyuaavo84']
[2025-12-23T08:04:26.518+0000] {standard_task_runner.py:91} INFO - Job 7: Subtask download_minio
[2025-12-23T08:04:26.518+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=4490) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-23T08:04:26.519+0000] {standard_task_runner.py:64} INFO - Started process 4507 to run task
[2025-12-23T08:04:26.738+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-12-23T08:02:00+00:00 [running]> on host f22d932714c9
[2025-12-23T08:04:27.076+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-23T08:02:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-23T08:02:00+00:00'
[2025-12-23T08:04:27.087+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-23T08:04:41.402+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471089.json -> /tmp/minio_downloads/1766471089.json
[2025-12-23T08:04:41.448+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471102.json -> /tmp/minio_downloads/1766471102.json
[2025-12-23T08:04:41.483+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471114.json -> /tmp/minio_downloads/1766471114.json
[2025-12-23T08:04:41.508+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471126.json -> /tmp/minio_downloads/1766471126.json
[2025-12-23T08:04:41.526+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471138.json -> /tmp/minio_downloads/1766471138.json
[2025-12-23T08:04:41.545+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471151.json -> /tmp/minio_downloads/1766471151.json
[2025-12-23T08:04:41.567+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471163.json -> /tmp/minio_downloads/1766471163.json
[2025-12-23T08:04:41.584+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471175.json -> /tmp/minio_downloads/1766471175.json
[2025-12-23T08:04:41.603+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471187.json -> /tmp/minio_downloads/1766471187.json
[2025-12-23T08:04:41.623+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471199.json -> /tmp/minio_downloads/1766471199.json
[2025-12-23T08:04:41.652+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471211.json -> /tmp/minio_downloads/1766471211.json
[2025-12-23T08:04:41.680+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471224.json -> /tmp/minio_downloads/1766471224.json
[2025-12-23T08:04:41.704+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471236.json -> /tmp/minio_downloads/1766471236.json
[2025-12-23T08:04:41.734+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471249.json -> /tmp/minio_downloads/1766471249.json
[2025-12-23T08:04:41.751+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471262.json -> /tmp/minio_downloads/1766471262.json
[2025-12-23T08:04:41.766+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471274.json -> /tmp/minio_downloads/1766471274.json
[2025-12-23T08:04:41.784+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471287.json -> /tmp/minio_downloads/1766471287.json
[2025-12-23T08:04:41.801+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471299.json -> /tmp/minio_downloads/1766471299.json
[2025-12-23T08:04:41.820+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471312.json -> /tmp/minio_downloads/1766471312.json
[2025-12-23T08:04:41.836+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471325.json -> /tmp/minio_downloads/1766471325.json
[2025-12-23T08:04:41.865+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471337.json -> /tmp/minio_downloads/1766471337.json
[2025-12-23T08:04:41.886+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471350.json -> /tmp/minio_downloads/1766471350.json
[2025-12-23T08:04:41.901+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471363.json -> /tmp/minio_downloads/1766471363.json
[2025-12-23T08:04:41.920+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471376.json -> /tmp/minio_downloads/1766471376.json
[2025-12-23T08:04:41.937+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471389.json -> /tmp/minio_downloads/1766471389.json
[2025-12-23T08:04:41.954+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471401.json -> /tmp/minio_downloads/1766471401.json
[2025-12-23T08:04:41.972+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471414.json -> /tmp/minio_downloads/1766471414.json
[2025-12-23T08:04:41.993+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471427.json -> /tmp/minio_downloads/1766471427.json
[2025-12-23T08:04:42.017+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471439.json -> /tmp/minio_downloads/1766471439.json
[2025-12-23T08:04:42.040+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471452.json -> /tmp/minio_downloads/1766471452.json
[2025-12-23T08:04:42.089+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471465.json -> /tmp/minio_downloads/1766471465.json
[2025-12-23T08:04:42.117+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471477.json -> /tmp/minio_downloads/1766471477.json
[2025-12-23T08:04:42.148+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1766471489.json -> /tmp/minio_downloads/1766471489.json
