[2025-12-24T13:58:54.386+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-24T13:58:54.499+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-12-24T13:53:00+00:00 [queued]>
[2025-12-24T13:58:54.514+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-12-24T13:53:00+00:00 [queued]>
[2025-12-24T13:58:54.569+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-12-24T13:58:54.643+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2025-12-24 13:53:00+00:00
[2025-12-24T13:58:54.930+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2025-12-24T13:53:00+00:00', '--job-id', '158', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp__54zoit']
[2025-12-24T13:58:54.937+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=8159) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-24T13:58:54.942+0000] {standard_task_runner.py:91} INFO - Job 158: Subtask load_snowflake
[2025-12-24T13:58:54.943+0000] {standard_task_runner.py:64} INFO - Started process 8173 to run task
[2025-12-24T13:58:55.154+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-12-24T13:53:00+00:00 [running]> on host 31fa77be4c89
[2025-12-24T13:58:55.386+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2025-12-24T13:53:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-24T13:53:00+00:00'
[2025-12-24T13:58:55.388+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-24T13:58:55.458+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2025-12-24T13:58:55.462+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2025-12-24T13:58:58.402+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583258.json to Snowflake stage
[2025-12-24T13:58:58.677+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583273.json to Snowflake stage
[2025-12-24T13:58:59.089+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583286.json to Snowflake stage
[2025-12-24T13:58:59.495+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583299.json to Snowflake stage
[2025-12-24T13:58:59.863+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583313.json to Snowflake stage
[2025-12-24T13:59:00.217+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583326.json to Snowflake stage
[2025-12-24T13:59:00.521+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583339.json to Snowflake stage
[2025-12-24T13:59:00.931+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583352.json to Snowflake stage
[2025-12-24T13:59:01.240+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583365.json to Snowflake stage
[2025-12-24T13:59:01.548+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583378.json to Snowflake stage
[2025-12-24T13:59:01.821+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583391.json to Snowflake stage
[2025-12-24T13:59:02.082+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583405.json to Snowflake stage
[2025-12-24T13:59:02.365+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583419.json to Snowflake stage
[2025-12-24T13:59:02.780+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583434.json to Snowflake stage
[2025-12-24T13:59:03.101+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583447.json to Snowflake stage
[2025-12-24T13:59:03.491+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583459.json to Snowflake stage
[2025-12-24T13:59:03.798+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1766583472.json to Snowflake stage
